DefaultName,SpecTypeNIR,SpTNIR_indx,mag_upp,mag_low,Teff (K),Teff_unc (K),SexagesimalRA,SexagesimalDec,RA (deg),RA_unc (mas),Dec (deg),Dec_unc (mas),Epoch,Parallax (mas),Parallax_unc (mas),PMRA (mas/yr),PMRA_unc (mas/yr),PMDec (mas/yr),PMDec_unc (mas/yr),PlxPMRef,RUWE,#CompsInThisSystem,2MASS,WISE,Gaia,SpTNIR_ref,JMKO (mag),JMKOerr (mag),J2MASS (mag),J2MASSerr (mag),H (mag),Herr (mag),K (mag),Kerr (mag),Ks (mag),Kserr (mag),JHK_ref,2MASS_contam?,W1 (mag),W1err (mag),W2 (mag),W2err (mag),W3 (mag),W3err (mag),W4 (mag),W4err (mag),WISEphot_ref,WISE_contam?,GeneralNotes
2MASS J05103524-4208146,T5,65.0,100.0,13.8,1006,88,05 10 35.40,-42 08 05.3,77.647251,,-42.135453,,2011.12,51.39,2.64,86.98,0.55,588.34,0.39,Kirkpatrick2024,,1,2MASS J05103524-4208146,WISEA J051035.36-420808.4,,Kirkpatrick2011,15.87,0.01,16.22,0.09,16.24,0.16,,,15.85,0.02,VKK-V,,15.632,0.016,14.036,0.012,11.957,0.158,8.856,0.247,CCAA,,
ULAS J101243.54+102101.7,T5.5,65.5,100.0,13.8,799,88,10 12 43.27,+10 20 56.4,153.1806583,,10.349433,,2014.38,59.7,1.8,-405.7,1.9,-545.9,1.9,Best2020,,1,,WISEA J101243.44+102059.8,,Burningham2013,16.88,0.01,,,17.24,0.05,17.45,0.08,,,u-uu-,,16.85,0.058,14.264,0.022,12.161,0.403,8.914,,CCAA,,
WISE J200804.71-083428.5,T5.5,65.5,100.0,13.8,896,88,20 08 04.80,-08 34 29.5,302.020104,3.7,-8.574862,3.6,2016.31,57.8,3.3,304.6,1.2,-156.3,1.2,Kirkpatrick2021a,,1,2MASS J20080450-0834266,WISEA J200804.71-083428.6,,Mace2013a,16.07,0.01,16.37,0.12,16.69,0.31,,,16.31,0.04,V22-V,,15.947,0.026,14.18,0.018,12.55,,8.577,,CCAA,,
SDSS J074149.15+235127.5,T5.5,65.5,100.0,13.8,909,88,07 41 48.89,+23 51 24.4,115.453611,4.5,23.856717,4.3,2016.53,73.2,3.4,-264.1,1.6,-220.1,1.5,Kirkpatrick2021a,,1,2MASS J07414920+2351275,WISEA J074148.97+235125.2,,Burgasser2010b,15.89,0.01,16.16,0.1,16.1,0.02,16.28,0.04,15.85,,uKuu2,,15.824,0.027,14.114,0.017,11.843,,8.343,,CCAA,,
SDSSp J111010.01+011613.1,T5.5,65.5,100.0,13.8,926,18,11 10 09.77,+01 16 08.8,167.5412,,1.26996,,2008.13,52.1,1.2,-217.1,0.7,-280.8,0.7,Dupuy2012,,1,2MASS J11101001+0116130,WISEA J111009.83+011610.1,,Burgasser2006,16.16,0.01,16.34,0.12,16.2,0.02,16.05,0.03,15.93,0.05,uKuuD,,15.415,0.019,13.964,0.015,12.0,0.294,9.117,,CCAA,,
WISEPA J044853.29-193548.5,T5 pec,65.0,100.0,13.8,950,88,04 48 53.71,-19 35 43.6,72.223712,3.1,-19.595535,3.1,2016.36,57.6,3.0,901.1,0.9,761.1,0.9,Kirkpatrick2021a,,1,,WISEA J044853.30-193548.4,,Kirkpatrick2011,16.61,0.01,16.99,0.17,16.39,0.19,,,17.47,0.11,VKK-V,,16.302,0.031,14.23,0.016,12.334,,8.912,,CCAA,,
SDSS J074201.41+205520.5,T5,65.0,100.0,13.8,958,102,07 42 00.89,+20 55 15.7,115.503627,3.0,20.920997,2.9,2016.08,63.5,3.1,-327.3,0.8,-230.4,0.7,Kirkpatrick2021a,,1,2MASS J07420130+2055198,WISEA J074201.00+205516.9,,Burgasser2010b,15.76,0.01,16.19,0.09,15.95,0.03,16.06,0.03,15.23,,UKff2,,15.633,0.023,13.872,0.015,11.958,,8.822,,CCAA,,
CWISE J054025.89-180240.3,T5,65.0,100.0,13.8,982,88,05 40 25.90,-18 02 40.4,85.1080328,,-18.044503,,2014.78,59.2,4.0,-94.0,3.0,-10.3,2.3,Best2020,,1,,CWISE J054025.89-180240.3,,Kirkpatrick2021a,15.95,0.01,15.99,0.08,16.16,0.2,,,16.01,0.04,V22-V,,15.808,0.025,14.301,0.017,12.358,0.404,,,CCA-,,
2MASSI J2356547-155310,T5.5,65.5,100.0,13.8,1007,88,23 56 54.20,-15 53 23.0,359.226264,,-15.888962,,2013.55,64.78,2.26,-432.19,0.39,-605.38,0.63,Kirkpatrick2024,,1,2MASS J23565477-1553111,WISEA J235654.40-155318.7,,Burgasser2010b,15.56,0.01,15.82,0.06,15.7,0.03,15.73,0.03,15.57,0.02,VKffV,,15.574,0.028,13.83,0.022,12.168,0.376,8.921,,CCAA,,
2MASS J10073369-4555147,T5.5,65.5,100.0,13.8,1017,94,10 07 32.64,-45 55 12.3,151.8859912,,-45.9200925,,2015.4,72.64,2.8,-721.89,1.0,148.17,0.66,Smart-priv-comm,,1,2MASS J10073369-4555147,WISEA J100732.94-455512.9,,Looper2007,15.49,0.01,15.65,0.07,15.69,0.12,15.56,0.23,15.58,0.03,VKKfV,,15.608,0.021,13.875,0.012,12.206,,9.085,,CCAA,,
WISE J004542.56+361139.1,T5,65.0,100.0,13.8,1021,88,00 45 42.54,+36 11 38.5,11.427213,5.0,36.193936,5.5,2015.99,57.0,3.7,-83.6,1.5,-165.8,1.6,Kirkpatrick2021a,,1,2MASS J00454267+3611406,WISEA J004542.57+361138.9,,Mace2013a,15.88,0.01,16.15,0.08,16.04,0.15,,,15.8,0.2,U22-2,,15.388,0.019,13.8,0.014,12.65,0.457,8.806,,CCAA,,
2MASS J04070885+1514565,T5.5,65.5,100.0,13.8,1027,88,04 07 09.03,+15 14 55.1,61.787883,,15.24844,,2019.8,57.01,2.24,211.81,0.34,-120.64,0.33,Kirkpatrick2024,,1,2MASS J04070885+1514565,WISEA J040708.96+151455.6,,Burgasser2010b,15.67,0.01,16.06,0.09,16.02,0.21,,,15.92,0.26,UKK-2,,15.371,0.02,13.939,0.016,12.118,0.39,8.542,,CCAA,,
SDSS J212413.89+010000.3,T5,65.0,100.0,13.8,1034,88,21 24 14.06,+01 00 03.8,321.0585791,,1.00104,,2014.39,57.0,3.2,186.2,2.9,262.1,2.0,Best2020,,1,2MASS J21241387+0059599,WISEA J212414.00+010002.5,,Burgasser2010b,15.86,0.01,16.03,0.07,15.98,0.01,16.09,0.03,15.91,0.01,VKVuV,,15.654,0.022,14.184,0.017,12.41,,9.018,,CCAA,,
WISE J054601.19-095947.5,T5,65.0,100.0,13.8,1105,88,05 46 01.19,-09 59 47.4,86.5050365,,-9.996472,,2014.86,50.4,3.6,-7.9,2.8,-8.7,2.1,Best2020,,1,2MASS J05460119-0959472,WISEA J054601.19-095947.4,,Mace2013a,15.96,0.01,16.17,0.06,15.91,0.09,,,16.33,0.04,Vpp-V,,15.785,0.024,13.952,0.015,12.418,,9.07,,CCAA,,
2MASSI J2339101+135230,T5,65.0,100.0,13.8,1117,88,23 39 10.67,+13 52 12.9,354.794443,15.3,13.870292,14.9,2016.54,51.2,4.2,371.9,5.6,-958.6,5.4,Kirkpatrick2021a,,1,2MASS J23391025+1352284,WISEA J233910.51+135218.4,,Burgasser2010b,15.82,0.02,16.24,0.11,15.82,0.15,,,16.15,0.31,WKK-2,,15.412,0.023,13.899,0.017,11.945,,8.882,,CCAA,,
2MASS J23185497-1301106,T5,65.0,100.0,13.8,1120,88,23 18 54.02,-13 01 15.1,349.7258108,,-13.020627,,2014.45,66.5,3.2,-796.6,3.4,-248.6,3.4,Best2020,,1,2MASS J23185497-1301106,WISEA J231854.37-130113.4,,Marocco2013,15.31,0.01,15.55,0.06,15.24,0.1,,,15.1,0.01,V22-V,,15.093,0.021,13.809,0.02,12.356,,8.804,,CCAA,,
CWISE J053046.20+440849.2,T5,65.0,100.0,13.8,1125,79,05 30 46.2,44 08 49.2,82.692496,52.8,44.14735,63.1,2015.41,51.5,,115.86,21.6,-1360.0,25.1,CatWISE2020,,1,,,,Kirkpatrick2024,16.07,0.01,,,16.14,0.18,,,,,U-2--,,15.988,0.029,14.25,0.018,,,,,CC--,,Distance estimate is 19.4 pc (Kirkpatrick2024).
CWISE J163041.79-064338.3,T5,65.0,100.0,13.8,1125,79,16 30 41.79,-06 43 38.2,247.674128,58.8,-6.727286,68.5,2015.41,55.3,,222.93,18.3,-535.41,22.0,CatWISE2020,,1,,CWISE J163041.79-064338.3,,Kirkpatrick2021a,16.28,0.01,,,,,,,16.61,0.06,V---V,,16.159,0.037,14.206,0.02,11.88,,,,CCA-,yes,Expected parallax is 55.3 mas (Kirkpatrick2021a).
2MASSI J0755480+221218,T5,65.0,13.8,13.3,1001,88,07 55 47.93,+22 12 12.9,118.949721,3.7,22.203511,3.2,2016.25,67.4,3.2,-20.6,1.1,-256.3,0.8,Kirkpatrick2021a,,1,2MASS J07554795+2212169,WISEA J075547.93+221214.1,,Burgasser2010b,15.48,0.01,15.73,0.06,15.78,0.01,15.93,0.02,15.75,0.21,uKuu2,,15.322,0.021,13.515,0.013,11.761,,8.948,,CCAA,,
WISE J170745.85-174452.5,T5:,65.0,13.8,13.3,780,88,17 07 45.90,-17 44 52.5,256.941368,2.9,-17.747953,2.9,2016.4,86.0,2.8,173.3,0.9,-8.9,0.9,Kirkpatrick2021a,,1,2MASS J17074571-1744523,WISEA J170745.84-174452.4,,Mace2013a,16.25,0.02,16.3,0.12,16.58,0.03,,,16.38,0.05,V2m-V,yes,15.928,0.029,13.601,0.014,12.073,0.406,8.869,,CCAA,yes,
WISEPA J235941.07-733504.8,T5.5,65.5,13.8,13.3,879,88,23 59 41.44,-73 35 04.7,359.9225977,,-73.5846434,,2015.4,86.7,5.7,280.9,5.4,39.2,5.5,Faherty2012,,1,2MASS J23594034-7335055,WISEA J235941.10-733505.0,,Kirkpatrick2011,16.1,0.1,16.16,0.11,15.91,0.19,15.13,0.5,15.16,,fKKf2,,15.226,0.016,13.375,0.01,11.591,0.144,,,CCA-,,
2MASS J17545447+1649196,T5.5,65.5,13.8,13.3,987,88,17 54 54.59,+16 49 17.5,268.727516,8.1,16.821483,8.3,2016.73,74.0,3.1,120.1,3.1,-147.4,3.1,Kirkpatrick2021a,,1,2MASS J17545447+1649196,WISEA J175454.59+164917.5,,Burgasser2010b,15.5,0.01,15.81,0.07,15.65,0.13,15.55,0.16,15.56,0.16,U22f2,,14.895,0.018,13.405,0.011,11.663,0.204,,,CCAA,,
2MASSI J1546291-332511,T5.5,65.5,13.8,13.3,1002,84,15 46 27.35,-33 25 08.1,236.6139729,,-33.4189098,,2015.5,88.9,1.9,121.1,2.3,190.1,2.2,Tinney2003,,1,2MASS J15462718-3325111,WISEA J154627.29-332509.2,,Burgasser2010b,15.34,0.01,15.63,0.05,15.45,0.09,15.48,0.18,15.48,0.02,VKKfV,,15.31,0.02,13.486,0.013,11.917,,8.477,,CCAA,,
CWISE J234426.81-475502.6,T5.5,65.5,13.8,13.3,1044,79,23 44 26.81,-47 55 02.7,356.1117145,39.3,-47.917405,38.4,2015.41,59.8,,-1.8,9.2,119.6,9.2,CatWISE2020,,1,,CWISE J234426.81-475502.6,,Kirkpatrick2021a,,,16.0,0.09,16.07,0.18,,,15.56,0.23,-22-2,,14.872,0.021,13.635,0.017,11.729,0.25,,,CCA-,yes,Expected parallax is 59.8 mas (Kirkpatrick2021a).
2MASS J19010601+4718136,T5,65.0,13.8,13.3,1064,88,19 01 06.23,+47 18 20.5,285.276033,4.2,47.305813,4.1,2016.65,67.3,3.4,122.9,1.4,405.7,1.4,Kirkpatrick2021a,,1,2MASS J19010601+4718136,WISEA J190106.19+471818.4,,Burgasser2010b,15.53,0.01,15.86,0.07,15.47,0.09,,,15.64,0.29,UKK-2,,15.296,0.016,13.666,0.01,12.464,0.33,9.454,,CCAA,,
2MASS J15031961+2525196,T5,65.0,13.3,0.0,1016,85,15 03 19.6109038302,+25 25 19.795681104,225.8321423,0.4379,25.424644,0.5381,2016.0,155.7758,0.7557,87.414,0.613,557.78,0.695,Gaia EDR3,1.274,1,2MASS J15031961+2525196,WISEA J150319.68+252525.7,Gaia EDR3 1267906854386665088,Burgasser2006,13.62,0.01,13.94,0.02,13.86,0.03,13.99,0.03,13.96,0.06,UKKD2,,13.325,0.011,11.714,0.008,10.709,0.071,9.362,,CCAA,,
2MASS J12314753+0847331,T5.5,65.5,13.3,0.0,1047,88,12 31 46.35,+08 47 17.2,187.9434323,,8.788404,,2014.46,70.2,3.6,-1181.7,2.8,-1038.4,3.3,Best2020,,1,2MASS J12314753+0847331,WISEA J123146.70+084722.1,,Burgasser2006,15.15,0.01,15.57,0.07,15.46,0.01,15.55,0.02,15.22,0.2,uKuu2,,15.066,0.017,13.083,0.01,12.227,0.391,9.031,0.538,CCAA,,
2MASS J18283572-4849046,T5.5,65.5,13.3,0.0,1060,103,18 28 35.72,-48 49 04.6,277.139127,,-48.803065,,2013.33,86.91,2.34,230.08,0.72,88.5,0.58,Kirkpatrick2024,,1,2MASS J18283572-4849046,WISEA J182835.96-484903.9,,Burgasser2010b,14.85,0.01,15.18,0.06,14.91,0.07,15.18,0.14,15.07,0.02,VKKfV,,14.49,0.018,12.781,0.011,11.333,0.169,8.695,,CCAA,,
WISE J223617.59+510551.9,T5.5,65.5,13.3,0.0,1077,88,22 36 18.00,+51 05 53.7,339.0747465,,51.098134,,2014.46,102.8,1.9,708.6,2.1,326.7,2.5,Best2020,,1,2MASS J22361685+5105487,WISEA J223617.60+510551.8,,Mace2013a,14.44,0.01,14.58,0.04,14.49,0.05,,,14.45,0.09,U22-2,yes,14.188,0.02,12.643,0.01,11.008,0.1,9.319,,CCAA,,
WISE J230133.32+021635.0,T6.5,66.5,100.0,14.1,919,88,23 01 33.30,+02 16 34.6,345.388753,2.4,2.276313,3.0,2015.99,54.1,2.5,-65.6,1.2,-90.9,1.5,Kirkpatrick2021a,,1,2MASS J23013338+0216359,WISEA J230133.32+021635.0,,Mace2013a,16.36,0.01,16.92,0.06,16.7,0.03,16.87,0.05,,,mSku-,,16.188,0.029,14.393,0.02,12.104,,9.123,,CCAA,,
WISE J152305.10+312537.6,T6.5 pec,66.5,100.0,14.1,612,88,15 23 05.14,+31 25 35.2,230.771434,3.3,31.426212,3.3,2016.52,65.0,3.5,95.1,1.8,-513.8,1.7,Kirkpatrick2021a,,1,,WISEA J152305.09+312537.3,,Mace2013a,18.24,0.07,,,18.69,0.18,,,,,U-k--,,17.29,0.055,14.357,0.015,12.884,,9.411,,CCAA,,
WISEA J064528.39-030247.9,T6,66.0,100.0,14.1,817,88,06 45 28.39,-03 02 49.9,101.368294,2.9,-3.04735,2.8,2017.36,54.1,3.0,-1.4,1.4,-322.2,1.7,Kirkpatrick2021a,,1,,WISEA J064528.39-030247.9,,Tinney2018,,,,,17.33,0.02,,,,,--k--,,16.928,0.057,14.724,0.025,12.408,,8.862,,CCAA,,
WISE J150115.92-400418.4,T6,66.0,100.0,14.1,864,88,15 01 16.13,-40 04 20.0,225.317599,2.1,-40.072524,2.1,2018.14,72.8,2.3,366.7,1.3,-342.7,1.3,Kirkpatrick2021a,,1,,WISEA J150115.92-400418.2,,Tinney2018,16.1,0.01,16.44,0.03,16.38,0.04,,,16.21,0.04,VSk-V,,16.128,0.029,14.232,0.017,12.543,,8.845,,CCAA,,
WISE J125015.56+262846.9,T6.5,66.5,100.0,14.1,889,88,12 50 15.36,+26 28 43.7,192.5643219,,26.479048,,2014.46,57.5,3.7,-484.4,3.4,-557.3,2.5,Best2020,,1,,WISEA J125015.56+262846.8,,Mace2013a,16.4,0.01,,,16.74,0.02,16.79,0.05,,,u-uu-,,16.408,0.03,14.741,0.023,12.627,,8.747,,CCAA,,
WISEPC J132004.16+603426.2,T6.5,66.5,100.0,14.1,901,88,13 20 03.78,+60 34 25.9,200.0162,,60.5738,,2013.96,64.6,2.6,-559.0,1.4,-50.9,0.8,Kirkpatrick2019,,1,,WISEA J132004.16+603426.1,,Kirkpatrick2011,,,16.95,0.08,16.56,0.13,,,16.4,0.21,-KK-p,,16.642,0.03,14.552,0.016,12.302,,9.066,,CCAA,,
2MASS J16150413+1340079,T6,66.0,100.0,14.1,906,87,16 15 04.47,+13 40 02.3,243.768603,2.0,13.667277,2.0,2015.52,55.4,2.1,285.9,0.9,-329.9,1.0,Kirkpatrick2021a,,1,2MASS J16150413+1340079,WISEA J161504.36+134004.0,,Looper2007,16.13,0.01,16.35,0.09,16.49,0.25,15.85,0.5,15.86,,UKKf2,,16.173,0.029,14.176,0.015,12.063,,9.062,,CCAA,,
WISE J172134.46+111739.4,T6,66.0,100.0,14.1,1001,88,17 21 34.43,+11 17 40.1,260.393381,2.8,11.294536,2.8,2017.32,50.4,2.9,-91.1,1.8,132.2,1.8,Kirkpatrick2021a,,1,2MASS J17213449+1117379,WISEA J172134.46+111739.5,,Mace2013a,16.42,0.02,16.66,0.07,16.41,0.1,,,15.95,0.15,Wpp-p,,15.849,0.023,14.376,0.018,12.463,0.498,8.485,,CCAA,,
WISE J235716.49+122741.8,T6,66.0,14.1,13.6,905,88,23 57 16.51,+12 27 38.8,359.318824,2.9,12.460512,2.8,2017.31,61.9,3.0,28.7,2.3,-508.3,2.0,Kirkpatrick2021a,,1,2MASS J23571646+1227475,WISEA J235716.49+122741.5,,Mace2013a,16.1,0.01,16.52,0.14,16.49,0.03,16.52,0.04,16.12,,m2ku2,,15.891,0.026,14.096,0.017,12.101,0.369,8.941,,CCAA,,
WISEPA J161215.94-342027.1,T6.5,66.5,14.1,13.6,718,88,16 12 15.79,-34 20 32.3,243.065771,2.6,-34.342242,2.6,2016.42,90.0,2.7,-292.0,1.0,-587.5,1.0,Kirkpatrick2021a,,1,,WISEA J161215.92-342028.5,,Kirkpatrick2011,16.59,0.01,17.89,,16.96,0.03,,,17.61,0.13,Vpk-V,,16.306,0.044,13.905,0.019,12.123,,8.794,,CCAA,,
WISEA J173551.56-820900.3,T6,66.0,14.1,13.6,804,88,17 35 50.95,-82 09 01.6,263.961506,2.8,-82.150644,3.1,2017.27,76.1,3.2,-253.9,1.6,-266.4,1.6,Kirkpatrick2021a,,1,,WISEA J173551.56-820900.3,,Tinney2018,16.37,0.01,,,16.68,0.03,,,16.98,0.09,V-k-V,,15.661,0.019,13.783,0.012,12.175,,8.943,,CCAA,yes,
WISEPA J054231.26-162829.1,T6.5,66.5,14.1,13.6,895,88,05 42 31.20,-16 28 27.6,85.629759,,-16.473971,,2019.79,63.26,1.65,-216.97,0.29,297.02,0.35,Kirkpatrick2024,,1,2MASS J05423145-1628323,WISEA J054231.27-162829.1,,Kirkpatrick2011,16.27,0.01,16.64,0.08,16.57,0.1,,,16.69,0.06,VKK-V,,16.171,0.03,14.012,0.014,12.121,,8.76,,CCAA,,
WISE J122152.28-313600.8,T6.5,66.5,14.1,13.6,898,88,12 21 52.55,-31 35 58.7,185.468814,2.1,-31.599679,2.1,2015.71,76.8,2.2,590.9,1.1,403.0,1.0,Kirkpatrick2021a,,1,2MASS J12215175-3136054,WISEA J122152.28-313600.7,,Mace2013a,15.81,0.01,16.38,0.13,16.06,0.18,,,15.85,0.04,V22-V,,15.748,0.024,13.91,0.033,12.116,0.327,8.841,,CCAA,,
WISEPA J051317.28+060814.7,T6.5,66.5,14.1,13.6,916,88,05 13 17.27,+06 08 12.3,78.3220,,6.1372,,2011.43,70.8,1.5,-5.2,0.5,-433.0,1.0,Kirkpatrick2019,,1,2MASS J05131727+0608190,WISEA J051317.27+060814.5,,Kirkpatrick2011,,,16.21,0.06,16.13,0.08,,,16.05,0.11,-KK-B,,15.781,0.023,13.941,0.015,12.533,,9.04,,CCAA,,
WISEPA J190624.75+450808.2,T6,66.0,14.1,13.6,921,88,19 06 24.73,+45 08 05.3,286.6030,,45.1351,,2012.68,64.1,1.6,-22.8,0.5,-350.3,0.1,Kirkpatrick2019,,1,2MASS J19062476+4508112,WISEA J190624.73+450807.0,,Kirkpatrick2011,15.95,0.01,16.36,0.09,16.32,0.09,,,16.83,0.19,UKK-B,,15.9,0.02,13.835,0.011,12.876,0.469,9.543,,CCAA,,
VHS J125804.89-441232.4,T6,66.0,14.1,13.6,965,79,12 58 04.96,-44 12 33.1,194.520761,2.8,-44.209315,2.8,2017.19,67.0,2.9,135.8,1.8,-151.7,1.8,Kirkpatrick2021a,,1,,WISEA J125804.91-441232.6,,Lodieu2012,16.0,0.01,16.34,0.14,17.08,,,,16.15,0.04,V22-V,,15.655,0.021,14.027,0.014,12.109,0.272,9.167,,CCAA,,
WISE J223720.39+722833.8,T6,66.0,14.1,13.6,971,88,22 37 20.30,+72 28 33.5,339.334582,2.1,72.47596,2.0,2015.53,67.3,2.2,-83.4,0.9,-100.2,0.9,Kirkpatrick2021a,,1,2MASS J22372056+7228351,WISEA J223720.39+722833.9,,Mace2013a,,,15.76,0.07,15.94,0.21,,,15.99,,-22-2,,15.439,0.018,13.611,0.011,12.333,0.332,9.207,,CCAA,,
WISEPA J234351.20-741847.0,T6,66.0,14.1,13.6,974,88,23 43 51.77,-74 18 46.0,355.9657,2.1,-74.312765,2.1,2015.53,60.9,2.2,394.5,0.9,186.7,0.9,Kirkpatrick2021a,,1,2MASS J23435046-7418485,WISEA J234351.28-741846.9,,Kirkpatrick2011,15.76,0.01,16.09,0.04,16.14,0.04,,,15.96,0.03,VSk-V,,15.604,0.017,13.741,0.011,12.786,0.504,,,CCA-,,
SDSSp J134646.45-003150.4,T6.5,66.5,14.1,13.6,1011,86,13 46 45.90,-00 31 52.2,206.6919,,-0.5310,,2010.78,69.2,2.3,-503.2,3.2,-114.3,1.9,Tinney2003,,1,2MASS J13464634-0031501,WISEA J134646.05-003151.5,,Burgasser2006,15.66,0.01,16.0,0.1,15.97,0.01,15.96,0.02,15.77,0.27,uKuu2,,15.477,0.021,13.687,0.013,11.921,0.239,9.074,,CCAA,,
2MASS J22282889-4310262,T6,66.0,13.6,13.1,891,82,22 28 29.07,-43 10 31.5,337.120937,,-43.175128,,2011.86,95.6,2.23,97.98,0.42,-306.91,0.46,Kirkpatrick2024,,1,2MASS J22282889-4310262,WISEA J222829.01-431029.8,,Burgasser2006,15.29,0.01,15.66,0.07,15.36,0.12,15.28,0.21,15.29,0.01,VKKfV,,15.155,0.018,13.364,0.012,11.748,0.273,8.74,,CCAA,,
SDSSp J162414.37+002915.6,T6,66.0,13.6,13.1,936,78,16 24 13.96,+00 29 15.6,246.0585,,0.4877,,2011.59,91.8,1.2,-372.9,1.6,-9.1,2.0,Tinney2003,,1,2MASS J16241436+0029158,WISEA J162414.07+002915.6,,Burgasser2006,15.19,0.01,15.49,0.05,15.48,0.05,15.61,0.05,15.52,,UKkf2,,15.15,0.018,13.126,0.011,12.163,0.394,8.995,,CCAA,,
WISEA J041743.13+241506.3,T6,66.0,13.6,13.1,965,79,04 17 43.25,+24 15 04.1,64.4301897,49.1,24.251138,63.3,2015.41,84.0,,281.55,10.8,-377.0,11.8,CatWISE2020,,1,2MASS J04174276+2415124,WISEA J041743.13+241506.3,,Greco2019,15.52,0.01,15.77,0.07,15.65,0.14,15.77,0.02,15.45,0.17,U22u-,,14.938,0.037,13.517,0.023,11.161,0.164,8.73,,CCAA,yes,
2MASS J21543318+5942187,T6,66.0,13.6,13.1,981,88,21 54 32.82,+59 42 11.4,328.636752,2.1,59.703156,2.2,2015.97,71.0,2.3,-164.9,0.7,-465.0,0.7,Kirkpatrick2021a,,1,2MASS J21543318+5942187,WISEA J215432.94+594213.6,,Looper2007,,,15.66,0.07,15.77,0.17,,,15.34,,-KK-2,,15.329,0.045,13.574,0.014,12.777,,9.548,,CCAA,,
WISEPA J062720.07-111428.8,T6,66.0,13.6,13.1,1023,88,06 27 20.07,-11 14 29.6,96.840776,,-11.246393,,2015.92,77.02,2.86,-11.68,0.53,-339.32,0.68,Kirkpatrick2024,,1,2MASS J06272007-1114241,WISEA J062720.07-111427.9,,Kirkpatrick2011,15.24,0.01,15.49,0.05,15.44,0.08,,,15.35,0.02,VKK-V,,14.98,0.017,13.305,0.011,11.53,0.211,8.49,,CCAA,,
2MASS J00345157+0523050,T6.5,66.5,13.1,0.0,899,82,00 34 52.34,+05 23 08.2,8.717679,2.6,5.385476,2.9,2015.43,118.8,2.7,673.6,1.3,178.2,1.5,Kirkpatrick2021a,,1,2MASS J00345157+0523050,WISEA J003452.03+052306.9,,Burgasser2006,15.14,0.01,15.54,0.05,15.58,0.01,16.07,0.03,15.84,0.03,u2uuD,,15.174,0.026,12.666,0.015,11.78,0.313,8.867,,CCAA,,
2MASS J12373919+6526148,T6.5,66.5,13.1,0.0,851,74,12 37 36.30,+65 26 04.7,189.4048,,65.4354,,2011.81,96.07,4.78,-1001.7,8.1,-525.9,5.4,Vrba2004,,1,2MASS J12373919+6526148,WISEA J123737.38+652608.4,,Burgasser2006,15.56,0.1,16.05,0.09,15.94,0.1,16.4,0.1,16.06,,fKff2,,15.474,0.019,12.981,0.01,11.939,0.224,8.868,,CCAA,,
2MASSI J1047538+212423,T6.5,66.5,13.1,0.0,880,76,10 47 51.75,+21 24 14.8,161.9679,,21.4047,,2011.13,94.73,3.81,-1662.3,7.5,-473.5,3.6,Vrba2004,,1,2MASS J10475385+2124234,WISEA J104752.35+212417.2,,Burgasser2006,15.46,0.01,15.82,0.06,15.83,0.03,16.2,0.03,16.41,,U2kf2,,15.35,0.017,13.001,0.009,11.864,0.312,9.009,,CCAA,,
2MASSI J0937347+293142,T6 pec,66.0,13.1,0.0,881,74,09 37 35.99,+29 31 20.8,144.3990,,29.5237,,2012.09,162.84,3.88,973.9,4.8,-1297.1,5.9,Vrba2004,,1,2MASS J09373487+2931409,WISEA J093735.63+293127.2,,Burgasser2006,14.3,0.01,14.65,0.04,14.67,0.03,15.39,0.06,15.27,0.13,UKkf2,,14.093,0.012,11.674,0.007,10.696,0.101,8.373,,CCAA,,
WISEPC J150649.97+702736.0,T6,66.0,13.1,0.0,921,88,15 06 52.4405555587,+70 27 25.151283824,226.7026361,0.5717,70.461619,0.5841,2016.0,193.9412,0.6277,-1194.179,0.722,1042.194,0.836,Gaia EDR3,1.311,1,2MASS J15065257+7027247,WISEA J150649.92+702736.1,Gaia EDR3 1695191332232990720,Kirkpatrick2011,13.54,0.01,14.33,0.1,13.92,0.01,,,14.05,0.14,PKk-p,yes,13.443,0.008,11.315,0.006,10.188,0.039,8.859,,CCAA,,
WISE J192841.35+235604.9,T6,66.0,13.1,0.0,941,88,19 28 41.5090335462,+23 56 02.170377365,292.1717533,0.4846,23.935005,0.8164,2016.0,146.4067,1.2001,-246.999,0.621,240.43,1.179,Gaia EDR3,1.242,1,2MASS J19284155+2356016,WISEA J192841.39+235604.5,Gaia EDR3 2019802555283940608,Mace2013a,13.98,0.02,14.34,0.06,14.29,0.01,,,14.09,0.06,Wmk-m,,13.75,0.013,12.064,0.008,10.802,0.094,8.649,,CCAA,,
2MASSI J0243137-245329,T6,66.0,13.1,0.0,972,83,02 43 13.39,-24 53 32.9,40.8061,,-24.8923,,2012.11,93.62,3.63,-287.8,3.5,-207.5,2.8,Vrba2004,,1,2MASS J02431371-2453298,WISEA J024313.47-245332.1,,Burgasser2006,15.13,0.03,15.38,0.05,15.39,0.03,15.34,0.03,15.22,0.17,fKff2,,14.666,0.017,12.968,0.01,11.488,0.142,9.169,,CCAA,,
